id,comment,program,time
써니, 와아아아아 엄청커지네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
nannahey, 너무 뜨거워보이세요… 근데 맛있겠다,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 더살까 ㄷ ㄷ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
유메미루, 입데겠어요! 조심해용~~~~~~~~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
마이쮸, 2021120999279481 설명은 안듣고 먼저 구매부터ㅋㅋㅋㅋ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸기, 비주얼 ㄷ ㄷ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 소리 asmr인가요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
유메미루, 저거 속에 애플잼 음청 뜨거워요!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
블루리본, 어머머 진심 미쳤다. 빵집에서 바로 갓나온 뜨거울 때 먹으면 얼마나 맛있겠어요. 우와 고문입니다.,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 파스사스삭,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
별사탕v, 사과맛 표현해주세요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
여자정은, 안녕하세요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
여자정은, 잘볼꼐요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
까꿍홀릭, 아 우리집 빵순이 생각나네,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
여자정은, 늦었습니다.,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
까꿍홀릭, 막내 빵순이 사줘야겠다,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
풍아, 구매완료했어요 ^^,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
유메미루, 기존에 삼각형 모양 스콘이랑 모양이 바뀌었네요.,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 포슬포슬,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 감자야뭐야~~포슬포슬,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
별사탕v, 구운감자?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
풍아, 스콘 맛있어 보여요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
부리부리이션, 스콘..에어프라이에서도 저렇게 포슬포슬 할까요?ㅠㅠ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
너나봄, 오오 다 됐나요!!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
제이, 왜 에그타르트없을까요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
nannahey, 생크림 제발 고메스콘에 생크림도 같이 드샤보새여 극락이니까…,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
제이, 에타. 스콘. 크로와상 저의 최애조합,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
너나봄, 어우 따끈할때 진짜 맛있는데,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
부리부리이션, 스콘은..버터향과 딸기잼만 있으면 끝이죠,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
낙낙, 괜찮네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
찰칵이, 코스트코 가서 생지사려다 허탕 치는데...집에서 주문할 수 있어서 좋네요~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 신제품 보여줘요 보여줘요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 클로티드크림에 딸기잼이면,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
써니, 따끈따끈한 빵 먹을 수 있어서 좋을 것 같아요!!!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
승아님, 우오 넘맛잇어보여용 !!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
승아님, 주문했어요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
승아님, 기대됩니다 !!!!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
굴은위험해, 스콘 촉촉해보여요!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 스콘에 딸기쨈은 찰떡궁합이쥬,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 밀크티랑 애프터눈티처럼,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 먹으면 좋을거같아여,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
hkmlove2155, 우유브러쉬는 다주는건가요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
블루리본, 배송 언제 오나요. ㅠ ㅠ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
굴은위험해, 스콘도 사길 잘했다 ㅋㅋㅋㅋㅋ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
하트뿅뿅, 햇반유통기한이,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 냉동이니까 쟁여놔야겠다,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, ㄱ쌀때 쟁여놔야지,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 💕💕💕💕💕,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 오늘 방송 성공적~~~ 구매도 성공적이예유~~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
별사랑, 좋아요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
kaist512, 안녕하세요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
캐롤라인, 1봉지당 몇개 들어잇나요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
유메미루, 많이파세요~~~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
두붕이언니, 냉동이라 쟁여두기에도 딱이네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 커피머신~~~~💕💕💕💕,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
커피채움, 포장이 리뉴얼된건가요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
푸드파이터, 어우 노릇노릇,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
fly, 이전 세모스콘에서 이번에 네모스콘으로 리뉴얼된건가요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
유메미루, 커피머신 고장나서 봉지커피만 마시는중인데 일리 탐나네요.ㅋㅋㅋ,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
lkh, 크로아상이랑 스콘이 같이 있는게 없어서 아쉬워요~,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
커피채움, 가격이 저렴한게 맞나요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
fly, 모양만 바뀌고 다 똑같은가요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 우리 아이 유치원 겨울방학 앞두고 있는데~~~ 간식 구매 남나 잘했네용 💕💕,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
argh12, 좋네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
fly, 스콘 모양만 바뀌고 다른건 다 똑같은가요? 맛도같나요?,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
부리부리이션, 세트하나 사고 단품 하나 추가하면...아쉽지않아요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
suj, 완전 먹음직 스럽네요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
미소천사, 우와 맛있겠다,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
fly, 더 촉촉해진거군요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
별사랑, 좋아요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
부리부리이션, 두둥! 치즈햄양상추만 있으면..아침식사끝..,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
fly, 기대데요,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
은행잎, 스콘에 앙버터조합이라구욧? 안먹어본 신선한 조합이네요!!,CJ고메_베이커리(생지)_출시_특가_LIVE,2021-12-09_065746
