id,comment,program,time
dls, 고구마다아아,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_071727
dls, 해남,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_071747
김정민, 고구마 맛이라니 첨봐요!,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_071747
dls, 와 진짜 대박이다 15프로 ㄷㄷ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_071808
dls, 맛잇게따ㅠㅠㅠ진짜ㅜㅠㅠㅠ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_071808
얌무, 쇼호님이랑 색이 너무 잘어울림,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_071849
dls, 마자요 ㅋㅋㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072034
dls, 와...,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072115
dls, 미쳐따리,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072115
dls, 이햐..,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072115
아이키야," 쇼호님들 먹잘알,,",맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072218
아이키야, 아스크림은 팍팍 퍼먹어야 맛이죠ㅠㅠㅠ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072238
rhk, 맛있겠어요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072259
nsg, 와우~~,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072320
아이키야, 아앗 내얘기,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072320
bae, 아이들 한테도 좋겠다~살찔염려도 없겠네,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072423
아이키야, 오이잉 작두콩은 어떤 맛인지 모르겠어요..맛있을까..?,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072607
rhk, 작두콩?,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072607
rhk, 한번 먹어봐야징,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072628
따봉아빠, 와 얼만데요????????,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072856
rhk, 쇼호님들 넘 마니 먹으면 배탈날ㄷㅅ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_072856
dls, 와우 배송비 진짜 아까웠는데 ㅋㅋㅋ,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073040
짜요짜요, 배송이 안전한 게 진짜 좋은듯,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073040
짜요짜요, 우와,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073143
짜요짜요, 좋은 기업이네요,맛있는_젤라또_아이스크림_[젤요]_건강한_국내산_농산물,2021-12-09_073143
